TIMESTAMP,NEE,VPD,USTAR,TA,SW_IN,H,LE
201301020900,-5.043872,0.909501,0.775410,16.811860,686.757000,236.710490,54.275769
201301020930,-8.332986,1.072089,1.078709,17.906040,800.677700,494.075539,148.000217
201301021000,-7.149866,1.239646,1.021116,18.798220,881.892600,410.041250,97.993285
201301021030,-7.231694,1.272702,1.012274,19.214570,915.140400,496.662427,155.528835
201301021100,-6.864753,1.367548,1.063189,19.856750,1013.959000,424.430152,87.840519
201301021130,-6.438703,1.482064,1.064624,20.477540,1065.454000,464.960170,96.049610
201301021200,-7.689032,1.678305,1.163536,21.387770,1089.691000,553.213596,89.322238
201301021230,-6.808255,1.819098,1.142206,22.150230,1100.558000,528.231291,99.869909
201301021300,-7.435780,1.942888,1.187491,22.941720,1095.130000,633.795033,131.761833
201301021330,-6.414139,2.077668,1.009234,23.576130,1074.957000,654.592133,110.187420
201301021400,-5.704755,2.178074,1.238045,23.998830,1038.154000,535.286640,61.589700
201301021430,-5.181269,2.242456,1.140414,24.359730,988.052300,533.049508,34.475114
201301021500,-5.009553,2.295475,1.096236,24.722280,921.957000,454.762548,87.941149
201301021530,-4.992472,2.343836,1.054689,24.953250,844.677600,428.169633,98.642861
201301021600,-5.336413,2.391748,1.194088,25.178400,754.828500,494.607989,113.158370
201301021630,-4.275078,2.413650,1.102357,25.161330,657.837600,354.014133,88.028178
201301021700,-2.221921,2.467531,0.907484,25.359990,550.469700,264.902882,56.387106
201301021730,-2.128534,2.454137,0.929998,25.168090,440.520300,167.013887,40.904472
201301021800,-1.591151,2.422972,1.083732,25.003160,329.473700,171.751048,67.347339
201301021830,0.062492,2.399387,0.965493,24.649390,221.317300,98.759972,10.158023
201301021900,0.261759,2.210578,1.061842,23.846010,122.876900,35.822208,56.626350
201301021930,0.249422,2.036409,0.627430,23.088420,41.335940,11.581284,15.382358
201301022000,2.059479,1.829879,0.739987,21.938430,1.306132,-37.977346,16.893119
201301022030,-9999.000000,1.558900,0.836890,20.852230,-4.117321,-9999.000000,-9999.000000
201301022100,3.062766,1.370226,0.784216,20.078620,-3.910592,-40.056557,7.459205
201301022130,2.545676,1.256268,0.669826,19.535470,-3.708224,-27.708277,3.256823
201301022200,2.601892,1.201546,0.612625,19.125000,-3.594911,-27.920353,5.463615
201301022230,1.690295,1.168027,0.735479,18.765640,-3.323901,-16.192877,27.451118
201301022300,2.852256,1.237957,0.834166,18.669710,-3.253422,-46.752472,58.742635
201301022330,2.845581,1.220927,0.905197,18.441080,-3.408865,-32.531246,-0.837967
201301030000,1.487735,1.111805,0.749107,17.871900,-3.464844,-16.958050,10.040154
201301030030,1.487280,1.051011,0.709846,17.392600,-3.312201,-36.217034,11.105739
201301030100,1.265508,1.017708,0.550299,17.080860,-3.195412,-34.309150,8.927143
201301030130,1.245142,0.967156,0.343750,16.702140,-3.252039,-22.247095,10.435208
201301030200,1.740717,0.895134,0.413948,16.285940,-3.005821,-33.522822,5.880432
201301030230,1.163481,0.851548,0.285123,15.983170,-2.940881,-20.076623,3.357734
201301030300,1.668161,0.818982,0.325620,15.725500,-2.705074,-26.866530,3.910044
201301030330,1.587736,0.816353,0.357582,15.651020,-2.539325,-25.708751,6.009970
201301030400,0.815355,0.801301,0.229638,15.471800,-2.608736,-18.346873,9.144263
201301030430,0.130784,0.811899,0.075994,15.519310,-2.005305,-3.395041,0.275332
201301030500,0.329968,0.840226,0.124715,15.612600,-1.620909,-11.116748,3.406290
201301030530,0.303603,0.881424,0.081945,15.838860,13.062150,-2.576142,-0.798294
201301030600,-0.183467,0.929230,0.111520,16.201830,74.111820,-3.121203,4.716557
201301030630,-0.547127,0.998330,0.193728,16.815060,166.745000,10.445007,20.448445
201301030700,-0.852040,1.269496,0.202179,18.804600,267.802500,36.706557,48.661724
201301030730,-3.210615,1.550339,0.278724,20.631920,371.852600,98.820438,56.875050
201301030800,-3.149524,1.766312,0.374773,22.114750,480.396800,147.178164,83.261749
201301030830,-5.920425,2.081446,0.404890,24.202320,585.479900,187.650709,93.285598
201301030900,-6.666464,2.292183,0.457054,25.627080,686.000500,186.245064,51.936413
201301030930,-5.004237,2.631551,0.464512,27.375150,774.053300,185.362302,99.026320
201301031000,-4.411997,2.924890,0.275950,28.597030,849.811100,238.909327,46.603817
201301031030,-4.332467,3.080854,0.347272,29.196310,917.344600,256.643139,59.414945
201301031100,-5.167092,3.303410,0.779605,30.230230,970.975100,486.099815,63.759311
201301031130,-2.150919,3.419768,0.356884,30.676680,1009.095000,325.673499,67.212921
201301031200,-2.796484,3.608236,0.381477,31.406050,1034.241000,294.721539,42.523268
201301031230,-2.215041,3.849437,0.844157,32.351240,1049.519000,-9999.000000,91.058153
201301031300,-3.695774,3.998504,0.396513,32.879010,1043.015000,389.149884,50.018932
201301031330,-2.966044,4.208426,0.348211,33.574080,1021.851000,449.053162,35.277554
201301031400,-4.668765,4.369354,0.449113,34.093770,989.987300,332.077071,35.204192
201301031430,-3.141587,4.534435,0.632633,34.658300,941.567700,503.417444,45.120463
201301031500,-2.809378,4.710990,0.665810,35.226800,882.091200,384.072598,32.648751
201301031530,-2.601781,4.729965,0.397289,35.254360,808.496600,265.057099,34.885158
201301031600,-1.883466,4.889432,0.382319,35.741430,724.396500,277.097845,22.833425
201301031630,-2.530745,4.951750,0.268620,35.928900,631.188300,302.149870,35.087703
201301031700,-3.010081,4.998302,0.567163,36.046560,529.512500,276.605869,37.911744
201301031730,-2.032306,5.064252,0.541389,36.221040,422.593000,144.369636,19.534267
201301031800,-1.140126,5.023832,0.546601,36.113830,314.139300,114.852928,16.366814
201301031830,0.605849,4.991206,0.378818,36.038400,208.424800,45.021477,19.522571
201301031900,0.366178,4.830411,0.411992,35.573030,113.338500,6.228260,22.412852
201301031930,0.564661,4.589761,0.262538,34.863270,37.700900,-22.180782,11.577661
201301032000,0.322523,4.261895,0.108891,33.822200,0.270101,-5.818805,3.136870
201301032030,1.787002,3.985745,0.195825,32.933690,-4.431046,-22.021360,7.026633
201301032100,1.435436,3.720628,0.166372,32.048220,-4.628664,-17.287497,5.318892
201301032130,1.072943,3.458490,0.127053,31.139900,-4.020496,-20.601546,5.096498
201301032200,-0.115262,3.452853,0.069454,31.104440,-3.367793,0.595500,-0.834796
201301032230,0.584067,3.294221,0.107055,30.495580,-3.737954,-8.109178,1.049570
201301032300,0.088776,3.275453,0.060550,30.509910,-2.925555,-3.038141,0.653336
201301032330,0.031639,3.319536,0.035588,30.704230,-2.495955,-0.385072,-0.013508
201301040000,0.216868,3.239498,0.079338,30.307820,-3.386023,-5.007714,-1.275036
201301040030,0.359375,2.907883,0.082582,28.946940,-3.359723,-8.466524,2.288176
201301040100,-3.277419,2.475146,0.118845,27.130460,-2.758953,15.658776,-5.268616
201301040130,-0.433171,2.106107,0.046454,25.629530,-2.444490,0.643448,-5.354116
201301040200,-0.770306,1.717002,0.060753,24.913080,-2.405466,-0.204292,-16.533363
201301040230,-0.792255,1.636636,0.042687,23.703390,-2.543586,2.284043,1.480154
201301040300,0.940530,1.447082,0.096245,23.007130,-1.469758,-9.646672,3.670606
201301040330,-9999.000000,1.817720,0.195735,24.271980,-2.065468,-34.072179,18.854367
201301040400,1.702699,1.659308,0.110221,23.403660,-1.954768,-7.449409,6.533082
201301040430,0.469639,1.754567,0.144508,23.758340,-2.242551,-4.818035,1.029421
201301040500,2.271983,1.886347,0.255775,24.363980,-1.948883,-22.740291,4.529028
201301040530,2.700448,1.868898,0.234754,24.243100,10.318310,-16.777702,3.790008
201301040600,1.976399,1.897093,0.272106,24.409670,71.132290,-22.301288,4.365361
201301040630,9.671206,1.932319,0.514386,24.792370,166.366600,-65.490507,32.265267
201301040700,2.298454,2.107040,0.773398,25.780890,268.611100,-5.933459,61.096676
201301040730,-2.779258,2.316345,0.769304,26.797410,374.069900,53.836543,64.052353
201301040800,0.733355,2.620178,0.828250,28.250470,483.916500,76.125262,76.615823
201301040830,-6.464697,2.718073,1.135343,28.763400,591.479600,225.292833,98.083505
201301040900,-5.372326,2.790462,1.244882,29.116330,689.857500,261.339747,82.515711
