TIMESTAMP,NEE,VPD,USTAR,TA,SW_IN,H,LE
201401010030,-9999.000000,1.439101,0.034975,19.565240,-2.215647,-1.495843,-1.008811
201401010100,-9999.000000,1.320765,0.069242,18.600230,-2.929233,2.465345,0.407671
201401010130,-9999.000000,1.209328,0.030573,17.870770,-2.111660,-0.578807,0.129268
201401010200,-9999.000000,1.071820,0.095250,16.907200,-2.350204,16.237302,-2.860375
201401010230,-9999.000000,1.018401,0.118851,16.956830,-1.252188,1.065168,2.106737
201401010300,-9999.000000,1.035510,0.039161,17.037740,-1.833227,-1.579400,2.327977
201401010330,-9999.000000,0.970548,0.135162,16.193550,-2.930527,30.829653,-0.273629
201401010400,-9999.000000,0.822163,0.097276,15.100540,-2.277723,-0.627886,1.474498
201401010430,-9999.000000,0.749109,0.055191,14.459300,-1.653848,4.859820,0.216888
201401010500,-9999.000000,0.838502,0.072535,15.160140,-0.302351,-2.556896,0.145162
201401010530,-9999.000000,0.890996,0.061295,15.502380,5.660444,2.372454,-0.388887
201401010600,-9999.000000,0.934430,0.147652,15.863730,26.448230,-7.754663,0.418589
201401010630,-9999.000000,0.873436,0.217581,15.656950,48.377590,-8.039145,5.097089
201401010700,-9999.000000,1.006185,0.415342,16.919930,90.424610,-33.905487,20.280231
201401010730,-9999.000000,1.218587,0.608836,18.524070,169.366800,-10.391807,82.205398
201401010800,-9999.000000,1.355649,0.432834,19.446670,145.747900,-0.292005,32.421679
201401010830,-9999.000000,1.402408,0.277038,19.894500,98.251880,-0.804994,36.702487
201401010900,-9999.000000,1.407625,0.381867,19.963340,173.904900,5.753779,-31.564588
201401010930,-9999.000000,1.450091,0.250566,20.431990,149.133400,11.200935,19.085567
201401011000,-9999.000000,1.555086,0.348925,21.125300,177.519400,15.875044,31.282792
201401011030,-9999.000000,1.771319,0.622000,22.148050,284.517000,33.354300,64.676866
201401011100,-9999.000000,1.944890,0.716075,23.074010,290.684000,19.640106,84.083181
201401011130,-9999.000000,2.141233,1.096172,24.186740,419.887100,115.360211,96.396542
201401011200,-9999.000000,2.261584,1.093500,25.022510,294.771800,98.460445,125.659205
201401011230,-9999.000000,2.250621,0.866122,25.348470,309.154000,41.152532,21.385337
